"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MMR","AIREMISSION","CO2","TONNE_CAP","A","1986",0.2,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","1987",0.1,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","1988",0.1,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","1989",0.1,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","1990",0.1,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","1991",0.1,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","1992",0.1,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","1993",0.1,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","1994",0.1,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","1995",0.2,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","1996",0.2,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","1997",0.2,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","1998",0.2,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","1999",0.2,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2000",0.2,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2001",0.2,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2002",0.2,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2003",0.2,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2004",0.2,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2005",0.2,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2006",0.2,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2007",0.2,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2008",0.2,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2009",0.1,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2010",0.2,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2011",0.2,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2012",0.2,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2013",0.3,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2014",0.3,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2015",0.4,
"MMR","AIREMISSION","CO2","TONNE_CAP","A","2016",0.4,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1960",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1961",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1962",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1963",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1964",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1965",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1966",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1967",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1968",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1969",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1970",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1971",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1972",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1973",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1974",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1975",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1976",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1977",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1978",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1979",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1980",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1981",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1982",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1983",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1984",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1985",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1986",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1987",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1988",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1989",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1990",,"L"
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1991",1.1,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1992",1.2,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1993",1.4,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1994",1.7,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1995",1.8,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1996",1.9,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1997",2,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1998",2,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","1999",2,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","2000",1.9,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","2001",2.4,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","2002",2.1,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","2003",2.2,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","2004",2.3,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","2005",2.5,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","2006",2.5,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","2007",2.6,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","2008",2.9,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","2009",3,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","2010",3.1,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","2011",3.1,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","2012",3.2,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","2013",3.4,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","2014",3.6,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","2015",3.8,
"NAM","AIREMISSION","CO2","MLN_TONNE","A","2016",4.1,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1960",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1961",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1962",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1963",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1964",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1965",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1966",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1967",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1968",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1969",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1970",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1971",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1972",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1973",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1974",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1975",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1976",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1977",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1978",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1979",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1980",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1981",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1982",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1983",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1984",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1985",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1986",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1987",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1988",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1989",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1990",,"L"
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1991",0.8,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1992",0.8,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1993",0.9,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1994",1,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1995",1.1,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1996",1.1,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1997",1.1,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1998",1.1,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","1999",1.1,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2000",1,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2001",1.3,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2002",1.1,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2003",1.1,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2004",1.2,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2005",1.2,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2006",1.2,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2007",1.2,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2008",1.4,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2009",1.4,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2010",1.4,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2011",1.4,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2012",1.4,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2013",1.5,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2014",1.5,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2015",1.6,
"NAM","AIREMISSION","CO2","TONNE_CAP","A","2016",1.6,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1960",,"L"
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1961",,"L"
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1962",,"L"
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1963",,"L"
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1964",,"L"
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1965",,"L"
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1966",,"L"
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1967",,"L"
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1968",,"L"
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1969",,"L"
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1970",,"L"
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1971",0.2,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1972",0.3,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1973",0.4,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1974",0.4,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1975",0.3,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1976",0.2,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1977",0.3,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1978",0.3,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1979",0.5,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1980",0.5,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1981",0.4,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1982",0.5,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1983",0.7,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1984",0.8,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1985",0.6,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1986",0.7,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1987",0.7,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1988",0.7,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1989",0.6,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1990",0.9,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1991",1.1,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1992",1.1,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1993",1.3,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1994",1.6,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1995",1.8,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1996",1.8,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1997",2.1,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1998",2.2,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","1999",3,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2000",3.1,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2001",3.4,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2002",2.7,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2003",2.9,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2004",2.7,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2005",3.1,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2006",2.5,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2007",2.6,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2008",2.9,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2009",3.4,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2010",4.1,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2011",4.4,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2012",5,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2013",4.9,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2014",5.9,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2015",5.7,
"NPL","AIREMISSION","CO2","MLN_TONNE","A","2016",8.5,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1960",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1961",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1962",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1963",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1964",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1965",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1966",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1967",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1968",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1969",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1970",,"L"
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1971",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1972",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1973",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1974",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1975",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1976",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1977",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1978",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1979",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1980",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1981",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1982",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1983",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1984",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1985",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1986",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1987",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1988",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1989",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1990",0,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1991",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1992",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1993",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1994",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1995",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1996",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1997",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1998",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","1999",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2000",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2001",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2002",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2003",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2004",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2005",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2006",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2007",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2008",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2009",0.1,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2010",0.2,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2011",0.2,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2012",0.2,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2013",0.2,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2014",0.2,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2015",0.2,
"NPL","AIREMISSION","CO2","TONNE_CAP","A","2016",0.3,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1960",,"L"
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1961",,"L"
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1962",,"L"
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1963",,"L"
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1964",,"L"
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1965",,"L"
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1966",,"L"
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1967",,"L"
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1968",,"L"
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1969",,"L"
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1970",,"L"
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1971",1.5,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1972",1.5,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1973",1.7,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1974",1.8,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1975",1.8,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1976",2.1,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1977",2.6,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1978",2.4,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1979",1.5,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1980",1.8,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1981",1.9,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1982",1.9,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1983",2,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1984",1.8,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1985",1.8,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1986",2.1,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1987",2.2,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1988",1.9,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1989",1.7,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1990",1.8,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1991",1.8,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1992",2.1,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1993",2.1,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1994",2.4,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1995",2.5,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1996",2.7,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1997",2.9,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1998",3.4,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","1999",3.4,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2000",3.5,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2001",3.7,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2002",3.8,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2003",4,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2004",4.1,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2005",4,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2006",4.2,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2007",4.4,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2008",4.2,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2009",4.2,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2010",4.3,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2011",4.5,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2012",4.4,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2013",4.3,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2014",4.6,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2015",5.1,
"NIC","AIREMISSION","CO2","MLN_TONNE","A","2016",5.3,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1960",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1961",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1962",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1963",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1964",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1965",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1966",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1967",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1968",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1969",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1970",,"L"
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1971",0.6,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1972",0.6,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1973",0.6,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1974",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1975",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1976",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1977",0.9,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1978",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1979",0.5,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1980",0.6,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1981",0.6,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1982",0.5,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1983",0.6,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1984",0.5,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1985",0.5,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1986",0.6,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1987",0.6,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1988",0.5,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1989",0.4,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1990",0.4,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1991",0.4,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1992",0.5,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1993",0.5,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1994",0.5,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1995",0.5,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1996",0.6,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1997",0.6,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1998",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","1999",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2000",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2001",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2002",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2003",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2004",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2005",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2006",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2007",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2008",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2009",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2010",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2011",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2012",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2013",0.7,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2014",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2015",0.8,
"NIC","AIREMISSION","CO2","TONNE_CAP","A","2016",0.9,
"NER","AIREMISSION","CO2","MLN_TONNE","A","1960",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1961",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1962",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1963",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1964",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1965",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1966",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1967",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1968",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1969",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1970",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1971",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1972",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1973",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1974",,"L"
"NER","AIREMISSION","CO2","MLN_TONNE","A","1975",,"L"
