Country Name,Country Code,Unit Name,Unit Code,year,Agr. Raw Material Index  (PRAWM),All index  (PALLFNF),Aluminum (PALUM),APSP crude oil($/bbl) (POILAPSP),Bananas  (PBANSOP),Barley (PBARL),Beef  (PBEEF),Beverages index  (PBEVE),Brent Crude  (POILBRE),Cereal  index (PCERE),Coal index  (PCOAL),"Coal, Australia (PCOALAU)","Coal, South Africa  (PCOALSA)",Cobalt  (PCOBA),Cocoa (PCOCO),Coffee index  (PCOFF),"Coffee, Other Mild Arabica  (PCOFFOTM)","Coffee, Robustas  (PCOFFROB)",Copper  (PCOPP),Corn  (PMAIZMT),Cotton  (PCOTTIND),"Dairy Products, Milk (PMILK)",Diammonium phosphate (PDAP),Dubai Crude  (POILDUB),Energy index  (PNRG),Fertilizer (PFERT),Fish  (PSALM),Fish Meal  (PFSHMEAL),Food and beverage index (PFANDB),Food index  (PFOOD),Gold  (PGOLD),Groundnuts  (PGNUTS),"Hard Logs, Import Price Japan (PLOGSK)","Hard Sawnwood, Dark Red Meranti  (PSAWMAL)",Hardwood index  (PHARD),Hides  (PHIDE),Industrial Materials index  (PINDU),Iron Ore (PIORECR),Lamb  (PLAMB),Lead  (PLEAD),"Legumes, Chickpea (PCHANA)","LNG, Asia  (PNGASJP)",Meat Index  (PMEAT),Metal index  (PMETA),Molybdenum (PLMMODY),Natural gas index  (PNGAS),"Natural gas, EU  (PNGASEU)","Natural Gas, US Henry Hub Gas (PNGASUS)",Nickel  (PNICK),"Non-Citrus Fruit, Apple (PAPPLE)",Non-Fuel index  (PNFUEL),Oats (POATS),Olive Oil  (POLVOIL),Orange  (PORANG),Palladium (PPALLA),Palm Oil  (PPOIL),Platinum (PPLAT),Potassium Fertilizer (PPOTASH),Poultry  (PPOULT),Precious Metals Price Index (PPMETA),Propane (PPROPANE),Rapeseed Oil  (PROIL),"Rice, Thailand  (PRICENPQ)",Rubber  (PRUBB),Seafood index  (PSEAF),Shrimp  (PSHRI),Silver (PSILVER),Soft Logs  (PLOGORE),"Soft Sawnwood, Average of Softwoods,  (PSAWORE)",Softwood index  (PSOFT),Sorghum  (PSORG),Soybean Meal  (PSMEA),Soybeans  (PSOYB),Soybeans Oil  (PSOIL),Sugar index  (PSUGA),"Sugar, No. 11, World  (PSUGAISA)","Sugar, No. 16, US  (PSUGAUSA)",Sunflower Oil  (PSUNO),Swine  (PPORK),"Tea, Kenyan  (PTEA)",Timber index  (PTIMB),Tin  (PTIN),Uranium  (PURAN),Urea (PUREA),Vegetable oil index  (PVOIL),"Vegetables, Tomato (PTOMATO)",Wheat  (PWHEAMT),Wool index  (PWOOL),"Wool, Coarse  (PWOOLC)","Wool, Fine  (PWOOLF)",WTI Crude  (POILWTI),Zinc  (PZINC)
World,1,Index,IX,1995M2,104.030878,56.35318183,118.7801661,38.27208831,57.86836259,87.69335814,55.25764333,97.77514687,38.91251654,85.94270869,53.60375231,53.6515851,53.55591952,117.8163052,52.2482971,122.9929179,102.5220432,143.4637927,58.96694003,67.18817256,134.6952677,76.28183852,62.62412112,40.35287006,45.48940634,74.67042668,66.95522783,32.94274802,72.27581473,70.11832711,30.16046358,42.81827137,91.99016018,101.974476,99.16213917,123.4111345,71.16964675,20.95101177,128.6940784,30.95378665,37.54627936,47.58597513,68.88749567,58.10806079,100.4956743,56.03726864,59.49463876,61.03119202,87.86964713,56.18853997,63.86370256,60.97744249,94.81482941,61.00815859,25.5716799,85.36853255,41.96427943,47.03087886,46.16105783,30.34337149,65.08530527,79.54728844,73.72544582,107.8369756,94.00522458,141.8817471,27.6100472,131.2025306,90.56527196,99.64682951,65.45338165,48.62958461,56.14709164,83.0595104,79.67142364,79.40782908,82.04377478,63.52161367,89.21870217,58.81048589,99.43020456,30.28366313,42.09900692,98.88165144,68.4331095,43.60618629,107.8345407,63.0900526,46.00512311,80.1749821,42.91373767,49.31518468
World,1,Index,IX,1995M3,108.3047064,56.95302641,112.2053707,36.64225828,39.68255952,92.86439539,52.61820928,103.3778696,38.64008352,85.63512217,54.33288444,54.721763,53.94400589,111.6800393,51.35939504,132.0422216,108.2985658,155.7858774,59.97813266,68.85215339,148.8604153,75.28123225,63.26624111,39.98911222,45.69554175,75.97007376,71.14224523,33.85385119,73.78315964,71.27916385,30.57354376,43.0840783,103.871146,96.65991466,98.6911416,132.226164,71.13505613,20.95101177,128.2124117,31.18111695,36.83771814,51.08099025,67.00620039,56.36097238,89.66259656,57.18187812,59.49463876,60.97000535,78.3976104,54.21115017,64.73573252,64.7320096,104.5903553,59.99742547,26.55216715,88.72644759,42.26088863,47.84526637,46.5292928,30.71828581,67.32616842,85.67173861,72.88838836,109.7911259,96.68064357,141.8817471,27.18046942,139.7140149,92.01077704,102.6714297,65.98997781,50.60335142,57.71746254,84.7103067,80.51968055,80.43285797,81.30108369,63.92550782,86.60932632,59.87325174,100.8925007,30.75932585,44.55320912,100.8376866,71.45212888,55.92478017,105.0174377,65.25458731,50.80198374,79.70719089,42.91373767,48.88554462
World,1,Index,IX,1995Q2,107.9679744,56.75927296,112.013814,37.63329036,38.16424947,102.225529,46.8305672,97.36176406,41.17522413,90.50859512,54.87659749,55.47802204,54.27517293,110.992778,50.14594817,123.7402264,100.0413548,147.4390981,59.25995872,71.50973995,149.7620891,75.34707807,57.39711053,41.33097448,47.48320313,71.24820493,74.49071637,33.79744396,70.79433077,68.54647157,31.0746966,43.93618044,106.0202287,101.1659267,102.5332645,132.4547417,70.94256895,20.95101177,123.85928,32.35614454,36.58222864,50.99137448,63.16671317,56.22581921,89.57312325,59.50320633,61.79172814,65.72651637,78.3193783,55.06220712,63.17215537,72.71431752,112.4007018,61.90333836,26.55700782,79.42095024,44.74418245,48.1845945,47.20871329,31.52794013,66.40759713,78.52857444,76.85904556,103.4918394,99.78218093,144.5462296,31.98019132,134.5013345,92.76017583,102.0884314,69.66317256,53.2654707,58.77704075,79.39107416,76.41065713,75.59656462,83.73748983,61.90085038,82.59963529,55.41832694,102.2872428,34.24785493,44.61613738,93.42136206,69.23410258,31.32647319,111.165683,63.43259064,50.99798536,75.86719592,44.77217626,49.49868756
World,1,Index,IX,1995M4,109.4153878,57.47906625,115.2889478,38.60431744,38.48746396,95.48791219,49.63146121,101.5461698,42.54495682,85.45313891,53.63511272,52.93813318,54.33209226,109.7164342,50.63423253,129.6781404,105.0112838,154.3449969,59.46897741,68.86058199,152.5659246,75.72088765,60.10541789,42.80217287,48.34850992,75.17657243,72.41359729,34.02873848,71.27631755,68.71519827,31.32514468,43.36045078,110.363696,99.15011007,102.3087021,138.1181617,71.66913312,20.95101177,126.1719663,32.45260692,36.1026851,51.34983757,64.03088536,56.6658623,88.26336168,59.47022889,61.79172814,65.26912096,77.17417192,51.91599298,63.79134992,69.5214044,113.2051324,63.57863484,27.62256801,79.92358216,45.44358392,47.84526637,46.10496906,31.81322246,66.41711239,87.28010634,72.50205415,112.0493311,97.49301169,141.8817471,32.17851309,129.0462035,90.34075454,98.99059398,66.4961074,52.56767436,58.24936236,78.56567601,75.73352382,74.9862474,82.45901166,61.47652274,81.79769708,58.44013461,100.4735718,32.64481897,44.74199391,100.7561851,70.33879258,39.65021259,104.0346697,64.56218638,51.14978885,77.97458391,46.05997396,50.67710847
World,1,Index,IX,1995M5,109.4025517,56.73048993,110.0546124,38.35031584,39.20472081,103.0518414,46.02633273,99.30871376,41.59144125,89.58412788,54.82657744,55.32106262,54.33209226,113.889095,50.09617441,126.5675871,102.5962505,150.5389237,56.93569546,70.29700968,156.1030018,74.96254712,57.10636909,41.80790143,47.90699915,71.98812386,75.11813107,33.59891963,70.41769498,67.97323821,30.85849484,43.25368314,105.4314553,101.6108981,102.6870553,134.4704766,70.42440152,20.95101177,122.5945658,31.92241807,36.79307479,49.87117733,60.94905594,54.93148049,86.56342315,59.40865799,61.79172814,66.56306849,75.68780945,60.5804669,62.83048809,74.29532101,111.7560313,62.17904435,26.20719107,76.75831107,44.33480608,48.25246013,46.95849383,31.33733984,67.35666145,73.60533083,74.11178004,104.9008336,100.6640524,145.8784709,32.39807089,141.1615152,90.48530505,101.8103534,70.04560723,53.01153579,58.35067661,78.3822542,75.43431175,74.52884458,83.58351636,60.73052421,76.98606784,57.19259393,102.2021819,33.03558942,44.93077869,95.13258409,67.61415148,30.90579567,110.7615126,63.09293327,50.77841934,75.4074472,45.64356033,49.59958854
World,1,Index,IX,1995M6,105.0859835,56.0682627,110.6978819,35.94523781,36.80056363,108.1368335,44.83390766,91.2304086,39.38927433,96.48851857,56.1681023,58.17487034,54.16133426,109.3728048,49.70743756,114.9749519,92.51653012,137.4333737,61.37520329,75.37162817,140.6173408,75.35779945,54.97954459,39.38284914,46.19410033,66.57991851,75.94042075,33.76467377,70.68897976,68.95097823,31.04045029,45.19440739,102.2655348,102.7367719,102.604036,124.7755868,70.73417221,20.95101177,122.8113079,32.69340864,36.85092601,51.75310855,64.5201982,57.08011482,93.89258492,59.63073211,61.79172814,65.34735965,82.09615352,52.69016147,62.8946281,74.32622714,112.2409417,59.9523359,25.84126438,81.58095749,44.45415735,48.45605701,48.56267699,31.4332581,65.44901756,74.70028616,83.96330249,93.52535354,101.1894787,145.8784709,31.36398999,133.2962848,97.4544679,105.4643469,72.44780304,54.21720196,59.73108328,81.22529228,78.06413582,77.27460187,85.16994147,63.49550421,89.01514094,50.62225229,104.1859745,37.06315639,44.17563955,84.37531697,69.74936369,23.4234113,118.7008669,62.64265227,51.06574789,74.21955665,42.61299449,48.21936567
World,1,Index,IX,1995Q3,96.40130654,55.688979,114.6803725,35.15043742,52.38635218,109.962076,44.26377457,86.84614762,36.77089029,104.9436011,57.10353423,58.43646938,55.77059909,111.6080401,48.03370134,108.4350589,86.51623273,130.3538851,61.81321216,80.41647103,122.0469355,78.19735088,59.98966721,37.04671544,44.25050584,66.34279028,67.3868856,37.94363209,72.85390529,71.67002764,30.79169798,44.66075456,88.26158006,100.2754635,96.89144729,112.762262,69.47976584,20.95101177,116.2736369,32.8044498,38.19216644,46.10731489,73.51802563,58.77907066,103.0914013,57.04153553,63.6166392,61.40065249,90.1392534,63.23413194,63.596809,84.26813765,117.0065827,62.27140164,24.37729667,84.84530608,43.54302828,48.45605701,52.79915797,31.13130158,64.07390393,74.17714083,89.80267224,80.97109377,93.19889575,138.8842722,31.16617028,123.1437855,94.67971322,101.0408242,78.20477584,57.47848171,62.34836811,81.62270621,71.85433331,70.29675543,85.87253429,64.09036258,117.4187974,53.01306535,99.18632348,37.06349403,44.36442434,81.26278134,71.96130617,22.76879856,132.2500047,60.13101666,52.17720557,68.08482775,41.27892861,48.35077486
World,1,Index,IX,1995M7,99.1090489,55.55781785,116.400453,33.42974657,53.41119484,115.499158,42.99043258,85.90798068,36.00656431,105.1886448,57.3458465,58.57440342,56.11728958,107.6055573,47.0647506,107.8323788,87.40428468,128.260473,63.19874448,79.95778535,129.3250712,78.68270823,57.74754096,36.42428535,43.53951732,62.60124808,70.18382058,38.0057243,72.93313035,71.8353338,30.94031734,45.49302313,95.35521241,101.8208553,99.99964236,115.7050475,70.71927172,20.95101177,118.0697176,33.34309099,35.37612462,48.6613644,69.07107278,59.43498621,102.7216274,56.58444918,63.6166392,57.47534395,89.81593702,59.97204292,63.86650347,82.21868114,116.2400708,58.11965627,25.34496191,88.05369561,43.95758231,48.45605701,50.61877961,31.24710036,63.38427359,76.24660642,89.01140446,81.84093773,97.51112827,145.8784709,30.200683,118.4997169,97.80508337,102.429891,76.75652425,56.93388577,62.56155018,84.09890066,76.2800986,74.91524618,88.56377045,66.45779172,105.8558433,49.88008983,101.3437285,37.02932103,44.17563955,74.31187075,73.17239402,23.54358821,132.7402219,60.1728124,52.86033343,67.48529137,40.02197637,49.18982457
World,1,Index,IX,1995M8,94.6800566,55.74585626,117.8198921,35.38989729,51.87393085,107.2183079,44.06788261,91.56536155,36.4833221,102.5775249,56.87528194,58.33182976,55.41873411,113.1527431,48.78483086,115.6492033,92.0098843,139.2885223,62.4527579,79.32188816,114.0623178,77.32992237,59.45832023,37.29730418,44.23475516,65.00096616,66.52658283,37.55289992,73.02572266,71.45709172,30.73661916,44.00272485,87.96624979,100.3822966,96.88500084,111.309732,69.75060736,20.95101177,115.7300377,33.39593037,38.09912258,44.62865464,75.90019647,59.84172287,106.4621626,56.56425193,63.6166392,61.44746196,93.08652068,67.25392437,63.70389659,82.99074809,115.398974,62.38306291,24.41033725,84.45899063,43.11747317,48.45605701,53.36724548,31.0877317,64.38338785,75.23924751,87.74078996,79.03685944,92.64917977,138.8842722,31.51721974,125.9855666,93.9132761,101.0807466,76.0846471,55.58341375,60.35796521,80.46103473,72.89043111,71.5448642,85.00053338,63.68007108,125.1023602,52.31386625,99.20552205,38.84369762,44.17563955,78.62853759,70.94728212,20.71582907,128.7653982,62.36702335,53.82166775,70.91237895,41.66449679,48.58801074
World,1,Index,IX,1995M9,95.41481412,55.76326289,109.8207723,36.6316684,51.87393085,107.1687621,45.73300853,83.06510064,37.82278445,107.0646337,57.08947426,58.40317496,55.77577357,114.0658198,48.25152255,101.8235945,80.13452922,123.5126598,59.78813409,81.96973958,122.7534174,78.57942203,62.76314045,37.41855679,44.97724503,71.4261566,65.4502534,38.27227205,72.60286287,71.7176574,30.69815745,44.48651571,81.46327798,98.62323852,93.78969865,111.2720065,67.96941843,20.95101177,115.0211556,31.67432805,41.10125211,45.03192562,75.58280763,57.0605029,100.0904138,57.97590546,63.6166392,65.27915156,87.51530252,62.47642852,63.22002695,87.59498371,119.3807032,66.31148576,23.37659084,82.02323199,43.55402938,48.45605701,54.41144883,31.05907269,64.45405036,71.04556858,92.6558223,82.03548414,89.43637921,131.8900735,31.78060809,124.946073,92.3207802,99.61183488,81.77315616,59.91814562,64.12558893,80.30818322,66.39247021,64.43015592,84.05329904,62.13322495,121.2981888,56.84523996,97.00971993,35.31746345,44.74199391,90.84793568,71.76424236,24.04697841,135.244394,57.85321424,49.84961554,65.85681294,42.15031269,47.27448928
World,1,Index,IX,1995Q4,96.30952594,57.11555598,103.5979545,36.87297889,42.6290653,123.8695513,48.81973327,77.71899854,38.56440768,114.6100907,56.15618513,57.03334725,55.27902301,120.0908134,48.5544969,92.59178887,71.42317447,113.7604033,59.64175144,90.4858016,120.9287382,80.8238191,70.06281707,38.28349211,46.66854493,78.63454995,57.2186603,42.58088132,74.54993316,74.28179989,30.87574023,50.15094668,85.84230581,97.23744238,94.02771199,104.9405027,67.57682043,20.95101177,126.0858185,37.10584198,41.53931656,46.10731489,75.46451508,56.15622876,97.90288062,64.94225888,62.82541893,85.89404282,85.60260562,56.53121966,64.33795238,106.3384726,126.1620225,71.32839899,21.86759695,85.59879775,41.71424534,48.39904988,52.92837434,31.05839468,66.72046845,70.87645881,91.37662732,94.58222721,80.68960009,122.2314526,30.93089172,119.6417381,92.64787802,98.68042799,92.32158495,66.55822873,69.35804787,78.91213943,67.97855121,66.38008244,82.36477027,59.68633845,115.3081548,61.48637648,96.60096757,35.06793815,44.74199391,102.7310134,75.20511248,45.18661111,143.5707279,49.86264466,45.41077019,54.31451914,42.00379678,48.33837883
World,1,Index,IX,1995M10,93.78237786,55.6414418,104.2247495,35.0067323,43.21597227,115.2279329,47.46106761,81.48655986,36.59683586,113.8173161,56.97830125,58.46025111,55.49635138,114.6254469,48.23647094,98.65298235,76.19098141,121.1149833,57.72652803,88.44083734,123.3260912,79.31165314,67.23480512,36.35153379,44.47135955,76.51455548,62.36181649,38.94539424,73.51542774,72.84099365,30.68626422,49.94612335,85.2316433,97.9180557,94.34460459,110.9695844,66.22836598,20.95101177,124.1400901,34.2530792,40.48526765,46.10731489,77.97082448,55.27627801,96.17623784,60.5518897,64.8928005,70.65555372,84.09289396,54.85477358,63.36372346,96.01554605,125.0010726,68.89697919,22.29029598,86.52319033,41.83210553,48.45605701,52.69285007,30.93535247,63.56942726,70.10755684,98.54098174,85.86691049,84.57716642,123.8967164,31.42498952,117.2550066,84.45210228,91.78284931,88.20962444,62.60649785,66.44315243,81.4698547,67.02881382,65.24186052,83.11139365,62.35659158,125.7907143,61.54896613,92.92778674,34.6248909,44.74199391,99.56330005,74.03808905,27.32832977,142.3117123,52.32730213,48.76274608,55.89185819,40.32271954,46.9111739
World,1,Index,IX,1995M11,98.19984093,56.50099222,103.2257356,36.46800022,43.98510306,128.5768382,49.93519294,80.89321315,38.32224499,113.6420685,56.24211286,56.49112378,55.99310194,121.2526141,49.66363801,97.27543713,74.8848014,119.6660729,61.25065451,89.94558511,120.3111499,79.96099626,71.34591163,37.73381359,45.82712263,79.32792788,55.02454991,43.32240356,72.98333901,72.31408793,30.89512306,51.41251012,84.17563946,96.91154617,93.32415373,105.245575,68.74970595,20.95101177,128.2452517,38.06276546,41.19644822,45.83846757,73.17598314,57.04395252,101.2924368,62.47788586,61.79172814,79.80346187,88.56630639,57.89211961,63.88022414,104.2913533,127.7448309,73.2570877,21.87515145,85.88720459,41.8788744,48.76145232,53.52908264,31.09037519,63.6620041,72.29625089,87.69786656,98.25341626,79.16736934,121.8983999,31.07959133,122.2584965,99.33195384,104.4555454,90.67262517,65.83629807,68.85569804,78.4739651,67.62517721,66.0510579,81.79225119,59.51156084,105.5743495,60.40374545,99.48053975,35.58464986,44.74199391,103.3336689,75.25557289,31.28406181,142.5041507,48.45825469,42.92237165,53.99413772,41.66449679,49.43553927
World,1,Index,IX,1995M12,96.94635905,59.20423391,103.3433785,39.14420416,40.68612057,127.8038829,49.06293927,70.77722261,40.77414219,116.3708877,55.24814129,56.14866686,54.34761572,124.3943793,47.76338174,81.84694714,63.19374058,100.5001537,59.94807178,93.07098235,119.1489736,83.1988079,71.60773447,40.76512895,49.70715262,80.06116649,54.26961451,45.47484615,77.15103275,77.6903181,31.04583341,49.09420657,88.11963467,96.88272527,94.41437765,98.60634858,67.75238936,20.95101177,125.8721138,39.00168127,42.93623382,46.3761622,75.24673763,56.14845577,96.2399672,71.79700107,61.79172814,107.2231129,84.14861652,56.8467658,65.76990954,118.7085185,125.7401639,71.83113007,21.43734342,84.38599832,41.4317561,47.97964031,52.56319031,31.14945639,72.92997399,70.22556869,87.89103367,99.62635488,78.3242645,120.8992416,30.28809431,119.4117112,94.15957793,99.80288925,98.08250524,71.23189026,72.77529314,76.7925985,69.2816626,67.8473289,82.19066599,57.19086292,114.5594006,62.50641786,97.39457621,34.99427368,44.74199391,105.2960714,76.32167548,76.94744175,145.8963207,48.80237717,44.54719284,53.0575615,44.02417401,48.66842333
World,1,Index,IX,1996,94.69819542,60.21634625,93.92911703,45.49883507,46.84457036,122.3452232,45.43548985,70.52892162,46.43469496,115.5158738,53.17945771,54.32817535,52.03074007,100.1724952,50.33277918,80.48312105,73.06974903,87.89649307,47.11246302,103.3299441,108.523815,98.70343949,62.3113108,44.9523859,54.55816283,69.5962717,57.58681057,44.36282941,76.86618934,77.40238286,31.06678917,45.04880673,91.89764274,100.2717222,97.91294945,117.8762504,63.38523905,22.14626101,159.2373486,41.47129399,45.5099181,52.45883275,87.07035396,50.93905682,89.44450197,74.51094657,63.16998347,107.9040235,78.20691668,62.76193073,64.128053,104.5014614,149.9366941,69.21279568,20.89368828,73.01006867,40.25575694,47.61350526,55.92049381,31.1165643,87.09370052,68.50405558,87.07043044,85.36793439,81.02708125,122.5146517,30.41120044,121.0507455,95.31514275,101.0664992,96.09223109,76.07186866,76.49648116,75.46533789,67.39605083,65.89187063,80.93367273,55.49896043,148.1911277,61.63780423,99.65706823,34.34236121,58.91763361,87.6616735,76.78570959,43.62309968,137.7287505,50.3544186,42.16500617,58.54383102,51.19959771,49.04245624
World,1,Index,IX,1996Q1,95.38056664,59.90990105,99.61265863,40.4927631,50.01877277,127.0210241,46.50625733,72.89395116,42.30279414,118.7771675,54.35076012,55.96316936,52.73835089,120.7289866,46.78780379,85.9202216,71.34470649,100.4957367,52.81552398,103.0735485,114.9516381,83.5065561,68.0979432,40.11844834,52.01096502,75.74789317,60.47710792,48.5086261,77.18669104,77.54989793,32.06607062,46.64522388,89.14001128,97.52157347,95.16069304,101.9977858,65.90923392,22.14626101,127.5917961,40.9825998,43.97615533,50.00560099,78.38374295,54.19505487,95.81477305,80.38487705,61.56202358,129.5870066,83.7768427,54.39125349,65.37072107,114.0604982,147.5368508,74.22859206,22.13439218,74.42947777,42.13255888,47.52901256,50.97288594,32.21602704,76.34519388,65.57403622,93.91355428,94.67291413,82.29089021,120.8996948,32.47229679,126.0662227,90.98465708,98.82463616,102.836848,72.67680088,73.90241418,74.09222182,71.39965723,70.27471954,81.52409649,55.64012096,128.7857313,60.31711798,97.18709269,34.66771751,54.99930053,98.05564057,75.10999894,60.65006231,141.4916857,47.27095909,44.12116033,50.42075786,45.70525124,49.7418041
World,1,Index,IX,1996M1,95.34622111,58.71112913,98.77160281,39.28248428,41.2367823,127.7311702,48.40510789,70.42752316,40.72873668,115.5543875,55.06060541,56.17720494,53.94400589,124.688923,46.66181077,82.03592744,66.46784644,97.60400844,53.51386234,98.39830083,115.7634793,82.10158462,69.51322243,40.13461535,50.22713792,77.63328528,60.475368,48.9732418,75.73103369,76.17976146,32.04819695,47.38759261,85.39067285,97.35817517,93.98722339,99.29949691,65.52201103,22.14626101,127.2232208,38.02960352,44.05106428,48.25809342,75.73487555,53.66757133,93.81441024,75.8480887,61.56202358,117.7241491,82.02780051,51.19606023,64.57641895,114.8813513,138.4733623,70.03177808,21.1197689,75.37794844,42.11786744,47.43807262,52.45031602,32.14920733,72.92997399,68.32764611,93.8534568,94.38224685,82.28977843,120.8996948,32.04282569,126.512395,91.55710563,99.36886467,99.81474704,73.78173254,74.47230685,73.88841981,70.27623027,69.07991075,81.043106,56.32558048,116.8056633,60.68099795,96.96362221,34.89029532,46.0634874,101.4693229,75.61564762,61.28258122,137.1696755,48.70664496,44.90684782,52.50644209,43.65402856,48.78960146
World,1,Index,IX,1996M2,94.79213598,60.53025695,99.40090892,39.07653868,58.94075635,126.0733163,46.60425612,76.24968378,40.79684494,119.863841,54.60830837,56.04878359,53.16783314,122.2344167,47.40338016,90.75497544,75.2244924,106.2854585,52.27445237,103.4488314,116.942505,83.01592582,69.83677127,38.77658607,52.77348479,75.96185459,59.85668645,49.73994948,78.09091801,78.24670405,32.40175719,46.44614673,89.81567741,96.58732134,94.67991538,101.4161421,65.85357541,22.14626101,125.8368852,41.16610436,44.56582623,51.21541391,77.38348851,54.35116108,97.72142751,88.85888107,61.56202358,153.7992057,85.44394983,55.79803719,65.89279395,110.4321608,152.5119003,73.76657047,22.71451297,75.55204425,42.59679796,47.50729555,51.00338832,32.57602255,80.20239876,65.22283943,94.52310434,94.72274661,81.8944535,120.8996948,33.03836658,119.5205427,89.29997399,96.05362429,102.6286025,72.45329619,73.95940345,74.28583374,71.77038876,70.65034762,81.85075917,56.15806016,125.7907143,61.59172776,95.43966605,34.51192004,59.46720709,97.63196232,75.58180176,64.07650869,143.9703714,45.7386664,44.27888011,47.19845268,44.16297855,49.56199745
World,1,Index,IX,1996M3,96.00334282,60.48831706,100.6654642,43.11926633,49.87877966,127.2585858,44.509408,72.00464654,45.3828008,120.913274,53.38336659,55.66351955,51.10321364,115.2636201,46.29822045,84.96976191,72.34178063,97.59774318,52.65825721,107.3735133,112.1489299,85.40215788,64.94383589,41.44414359,53.03227235,73.64853963,61.09926932,46.81268701,77.73812142,78.22322829,31.74825771,46.10193231,92.21368357,98.61922391,96.81494036,105.2777184,66.35211532,22.14626101,129.7152824,43.75209151,43.31157547,50.54329562,82.03286479,54.56643222,95.9084814,76.44766138,61.56202358,117.2376649,83.85877777,56.17966303,65.64295031,116.8679825,151.6252898,78.88742763,22.56889467,72.35844062,41.68301124,47.64166949,49.46495348,31.92285123,75.90320888,63.1716231,93.3641017,94.91374892,82.68843869,120.8996948,32.33569809,132.1657304,92.09689164,101.0514195,106.0671946,71.79537392,73.27553225,74.10241193,72.15235266,71.09390026,81.6784243,54.43672224,143.7608164,58.67862824,99.1579898,34.60093716,59.46720709,95.06563646,74.13254744,56.59109702,143.3350103,47.36756592,43.17775304,51.5573788,49.29874662,50.8738134
World,1,Index,IX,1996Q2,95.29264735,60.39106427,96.97585082,43.64711373,54.05097332,139.2542508,44.85622539,74.43598164,44.21739287,134.0273232,53.2268514,55.04519454,51.40850825,108.5709979,52.1034667,86.07913739,76.66380293,95.49447185,50.88122055,123.4492488,111.8457471,96.90313821,59.88839883,41.84023546,51.46546061,65.34063847,60.40990612,43.20999181,80.87118615,81.41566606,31.25110106,44.95492165,93.6447994,101.6133212,99.36878409,114.4564838,65.24455881,22.14626101,158.5560614,43.7427378,47.64374125,51.21541391,92.48905076,53.30113254,94.57277024,68.80091234,61.79172814,93.39559498,82.69088205,60.15911135,66.56165674,120.6729423,149.3975217,74.75373662,21.64490954,75.25607937,40.48268888,47.64166949,54.13701397,31.3438747,72.18702893,69.54182992,85.81341307,89.91688785,82.92119103,122.7645244,31.06492904,108.8949409,94.01909459,97.34352786,117.2495078,77.13115499,80.00448711,80.64445654,66.91892079,65.28543646,81.62027986,59.36268734,167.7209524,60.27343264,98.24868523,35.41347473,61.50713157,79.67138587,79.21482531,40.58604301,163.7179614,51.95781399,42.74166588,61.1739621,50.27037841,49.28125184
World,1,Index,IX,1996M4,93.38796746,61.41483579,98.95386569,46.37190263,60.37028217,135.6588485,45.73300853,73.63238921,47.69848148,133.4985186,54.19380077,56.12012878,52.26747276,111.4345887,50.40476831,85.58550751,74.14166214,97.02935287,53.29148787,118.7237042,111.8390101,90.53665696,61.01610604,43.09317914,53.47568893,70.58886014,62.17573419,44.97134511,80.94751167,81.56644106,31.49341252,45.11822423,92.01964038,101.6921154,98.96761648,114.2808811,65.54350075,22.14626101,147.7266708,43.50164398,46.32970167,51.34983757,88.80007571,54.47596365,95.91563422,67.82571956,61.79172814,90.33559296,83.86503193,60.41700058,66.90345502,125.056001,148.5443538,78.45596228,22.26175479,77.3502667,40.99372168,47.64166949,50.27593397,31.62485071,73.22876696,64.52571787,83.91178812,89.47032122,83.37627786,120.8996948,31.63762404,83.30101306,94.49272644,91.99161804,119.4906886,78.36200478,80.06991923,80.49160503,67.6180862,66.04950731,81.73529633,58.92184719,159.4846557,59.96931278,95.1094341,36.06187136,60.36393482,90.46755142,78.99574776,47.12840777,167.2587978,47.32697488,40.95409382,53.69985594,54.50391695,49.95035506
World,1,Index,IX,1996M5,95.9800498,60.69929596,99.35638571,42.86896961,53.44211968,140.8738701,45.62779455,75.86794968,43.47576965,139.6230777,53.08489272,54.50772742,51.66205801,111.92549,52.72591234,87.92085857,78.12283749,97.71887966,54.6182817,128.1231548,111.6907889,95.91392872,58.11434815,41.20163836,50.61988183,63.72138694,59.58087963,42.56079862,82.35494082,82.90380237,31.39711523,45.260025,95.66767689,101.9257307,100.1629905,118.1947252,66.66252824,22.14626101,159.9540592,45.05261044,47.79695587,51.34983757,96.62749826,55.0094856,95.86625124,67.68261631,61.79172814,89.90628323,83.8218533,60.35391374,67.66755932,122.5983355,148.4649513,73.21806291,21.53210927,78.62329047,40.69184259,47.64166949,54.12810184,31.49514639,71.6675626,71.86070199,85.57302838,90.39563817,82.2231496,122.298317,31.3765772,120.4035022,91.100412,97.64902548,119.7198053,77.56872051,81.47565447,82.96779949,64.61291145,62.70904907,81.74767302,61.19556225,179.7010205,61.27575356,98.77260379,35.69750067,61.85848103,77.08000977,80.9851506,40.69492191,173.5985961,55.03493163,43.26400948,66.80585377,49.06740571,49.5961717
